SCHEMA;TABLE_NAME;COLUMN_NAME;CONSTRAINT_TYPE
DELTA;SEG_CONFIGURACAODIRECIONAMENTO;CODCONFIGURACAO;PK
DELTA;SEG_CONFIGURACAODIRECIONAMENTO;CODCONFIGURACAO;
DELTA;SEG_CONFIGURACAODIRECIONAMENTO;DSCCONFIGURACAO;
DELTA;GEN_AUDITORIAREGISTROA3;CODLOG;PK
DELTA;GEN_AUDITORIAREGISTROA3;CODLOG;
DELTA;GEN_AUDITORIAREGISTROA3;DSCTIPOLOG;
DELTA;GEN_AUDITORIAREGISTROA3;DSCCAMPO;
DELTA;GEN_AUDITORIAREGISTROA3;DATLOG;
DELTA;GEN_AUDITORIAREGISTROA3;CODUSUARIO;FK
DELTA;GEN_AUDITORIAREGISTROA3;CODUSUARIO;
DELTA;GEN_LOGPROCESSOCODIGO;CODPROCESSO;PK
DELTA;GEN_LOGPROCESSOCODIGO;CODPROCESSO;
DELTA;GEN_DEPARTAMENTO;CODDEPARTAMENTO;PK
DELTA;GEN_DEPARTAMENTO;CODDEPARTAMENTO;
DELTA;GEN_DEPARTAMENTO;CODEMPRESA;FK
DELTA;GEN_DEPARTAMENTO;CODEMPRESA;
DELTA;GEN_DEPARTAMENTO;IDTUTILIZAMATERIAL;
DELTA;SEG_CONFIGURACAOCREDUSUARIO;CODCONFIGUSUARIO;
DELTA;SEG_CONFIGURACAOCREDUSUARIO;CODCONFIGUSUARIO;FK
DELTA;SEG_CONFIGURACAOCREDUSUARIO;DATINCLUSAO;
DELTA;SEG_CONFIGURACAOCREDUSUARIO;CODCIDADE;
DELTA;SEG_CONFIGURACAOCREDUSUARIO;CODUF;
DELTA;GEN_LOGJOBSNET;CODLOGJOBSNET;PK
DELTA;GEN_LOGJOBSNET;CODLOGJOBSNET;
DELTA;GEN_LOGJOBSNET;DATEVENTO;
DELTA;GEN_LOGJOBSNET;DSCSCHEDULER;
DELTA;GEN_LOGJOBSNET;DSCRELATORIO;
DELTA;GEN_LOGJOBSNET;DSCEVENTO;
DELTA;SEG_AUDITORIAOSNEGATIVA;CODAUDITORIAOSNEGATIVA;PK
DELTA;SEG_AUDITORIAOSNEGATIVA;CODAUDITORIAOSNEGATIVA;
DELTA;SEG_AUDITORIAOSNEGATIVA;CODOSNEGATIVA;
DELTA;SEG_AUDITORIAOSNEGATIVA;CODUSUARIO;FK
DELTA;SEG_AUDITORIAOSNEGATIVA;CODUSUARIO;
DELTA;SEG_AUDITORIAOSNEGATIVA;DATOCORRENCIA;
DELTA;SEG_AUDITREGIAOPRIORIDADE;CODAUDITREGPRIORIDADE;PK
DELTA;SEG_AUDITREGIAOPRIORIDADE;CODAUDITREGPRIORIDADE;
DELTA;SEG_AUDITREGIAOPRIORIDADE;CODREGIAOPRIORIDADE;
DELTA;SEG_AUDITREGIAOPRIORIDADE;DSCCAMPO;
DELTA;SEG_AUDITREGIAOPRIORIDADE;CODUSUARIO;FK
DELTA;SEG_AUDITREGIAOPRIORIDADE;CODUSUARIO;
DELTA;SEG_AUDITREGIAOPRIORIDADE;DATINCLUSAO;
DELTA;SEG_AUDITORIAMOTRETACESSO;CODAUDITORIA;PK
DELTA;SEG_AUDITORIAMOTRETACESSO;CODAUDITORIA;
DELTA;SEG_AUDITORIAMOTRETACESSO;CODUSUARIO;FK
DELTA;SEG_AUDITORIAMOTRETACESSO;CODUSUARIO;
DELTA;SEG_AUDITORIAMOTRETACESSO;DATREGISTRO;
DELTA;SEG_AUDITORIAMOTRETACESSO;CODUSUARIOACAO;
DELTA;GEN_BANNER;CODBANNER;
DELTA;GEN_BANNER;CODBANNER;PK
DELTA;GEN_BANNER;CODUSUARIOCRIACAO;
DELTA;GEN_BANNER;IDTATIVO;
DELTA;GEN_BANNER;IDTTIPO;
DELTA;GEN_BANNER;IDTTIPOCLIENTE;
DELTA;SEG_CONFIGUSUARIOAPOIO;CODCONFIGUSUARIOAPOIO;PK
DELTA;SEG_CONFIGUSUARIOAPOIO;CODCONFIGUSUARIOAPOIO;
DELTA;SEG_CONFIGUSUARIOAPOIO;CODUSUARIO;FK
DELTA;SEG_CONFIGUSUARIOAPOIO;CODUSUARIO;
DELTA;SEG_CONFIGUSUARIOAPOIO;DATINCLUSAO;
DELTA;SEG_APOLICEHISTORICOFATRETRO;CODREGISTRO;FK
DELTA;SEG_APOLICEHISTORICOFATRETRO;CODREGISTROPAI;FK
DELTA;SEG_APOLICEHISTORICOFATRETRO;CODREGISTROPAI;
DELTA;SEG_APOLICEHISTORICOFATRETRO;CODSEGURADORA;FK
DELTA;SEG_APOLICEHISTORICOFATRETRO;CODSEGURADORA;
DELTA;SEG_APOLICEHISTORICOFATRETRO;NUMAPOLICE;FK
DELTA;SEG_APOLICEHISTORICOFATRETRO;NUMAPOLICE;
DELTA;SEG_APOLICEHISTORICOFATRETRO;CODITEM;FK
DELTA;SEG_APOLICEHISTORICOFATRETRO;CODITEM;
DELTA;SEG_APOLICEHISTORICOFATRETRO;CODEXTERNO;
DELTA;SEG_APOLICEHISTORICOFATRETRO;NUMCHASSIS;
DELTA;SEG_APOLICEHISTORICOFATRETRO;DATINICIOVIGENCIA;
DELTA;SEG_APOLICEHISTORICOFATRETRO;DATFIMVIGENCIA;
DELTA;SEG_APOLICEHISTORICOFATRETRO;DATCARGA;
DELTA;SEG_AUDITORIAROTEIROPONTOFIXO;CODREGISTRO;PK
DELTA;SEG_AUDITORIAROTEIROPONTOFIXO;CODREGISTRO;
DELTA;SEG_AUDITORIAROTEIROPONTOFIXO;CODROTEIRO;FK
DELTA;SEG_AUDITORIAROTEIROPONTOFIXO;CODATENDIMENTO;FK
DELTA;SEG_AUDITORIAROTEIROPONTOFIXO;CODUSUARIO;FK
DELTA;SEG_HISTORICOCONSULTAMITSUI;CODHISTORICOCONSULTA;PK
DELTA;SEG_HISTORICOCONSULTAMITSUI;CODHISTORICOCONSULTA;
DELTA;SEG_REFATURAMENTOSITUACAO;CODREFATURAMENTOSITUACAO;PK
DELTA;SEG_REFATURAMENTOSITUACAO;CODREFATURAMENTOSITUACAO;
DELTA;SEG_CHASSIANO;CODCHASSIANO;PK
DELTA;SEG_CHASSIANO;CODCHASSIANO;
DELTA;SEG_CHASSIANO;DSCIDENTIFICADORCHASSI;
DELTA;GEN_GRUPOPROIBICAOITEM;CODGRUPOPROIBICAOITEM;PK
DELTA;GEN_GRUPOPROIBICAOITEM;CODGRUPOPROIBICAOITEM;
DELTA;SEG_CHASSIANO;DSCANO;
DELTA;GEN_GRUPOPROIBICAOITEM;CODGRUPOPROIBICAO;FK
DELTA;GEN_GRUPOPROIBICAOITEM;CODGRUPOPROIBICAO;
DELTA;GEN_GRUPOPROIBICAOITEM;CODPRODUTO;FK
DELTA;GEN_GRUPOPROIBICAOITEM;CODPRODUTO;
DELTA;SEG_CHECKLISTITEMFOTOGRAFIA;CODATENDIMENTO;PK
DELTA;SEG_CHECKLISTITEMFOTOGRAFIA;CODATENDIMENTO;FK
DELTA;SEG_CHECKLISTITEMFOTOGRAFIA;CODATENDIMENTO;
DELTA;SEG_CHECKLISTITEMFOTOGRAFIA;CODFOTOGRAFIA;PK
DELTA;SEG_CHECKLISTITEMFOTOGRAFIA;CODFOTOGRAFIA;FK
DELTA;SEG_CHECKLISTITEMFOTOGRAFIA;CODFOTOGRAFIA;
DELTA;SEG_CHECKLISTITEMFOTOGRAFIA;CODITEM;FK
DELTA;GEN_GARANTIA;CODGARANTIA;PK
DELTA;GEN_GARANTIA;CODGARANTIA;
DELTA;GEN_GARANTIA;DSCGARANTIA;
DELTA;GEN_AUDITORIACONHECIMENTO;CODEMPORIG;
DELTA;GEN_AUDITORIACONHECIMENTO;NUMCONHECIMENTO;
DELTA;GEN_AUDITORIACONHECIMENTO;CODTRANSPORTADOR;
DELTA;GEN_AUDITORIACONHECIMENTO;CODSERIECONHECIMENTO;
DELTA;SEG_EMPRESATRANSITO;CODEMPRESAORIGEM;FK
DELTA;SEG_EMPRESATRANSITO;CODEMPRESAORIGEM;
DELTA;SEG_EMPRESATRANSITO;CODEMPRESAORIGEM;PK
DELTA;SEG_EMPRESATRANSITO;CODEMPRESADESTINO;FK
DELTA;SEG_EMPRESATRANSITO;CODEMPRESADESTINO;
DELTA;SEG_EMPRESATRANSITO;CODEMPRESADESTINO;PK
DELTA;SEG_EMPRESATRANSITO;CODEMPRESADESTINO;
DELTA;SEG_EMPRESATRANSITO;QTDDIATRANSITO;
DELTA;SEG_EMPRESATRANSITO;QTDDIATRANSITO;
DELTA;SEG_EMPRESATRANSITO;QTDDIAMARGEM;
DELTA;SEG_EMPRESATRANSITO;QTDDIAMARGEM;
DELTA;SEG_EMPRESATRANSITO;NUMPRIORIDADE;
DELTA;SEG_EMPRESATRANSITO;NUMPRIORIDADE;
DELTA;SEG_EMPRESATRANSITO;NUMPRIORIDADE;
DELTA;SEG_EMPRESATRANSITO;IDTDOMINGO;
DELTA;SEG_EMPRESATRANSITO;IDTDOMINGO;
DELTA;SEG_EMPRESATRANSITO;IDTSEGUNDA;
DELTA;SEG_EMPRESATRANSITO;IDTSEGUNDA;
DELTA;SEG_EMPRESATRANSITO;IDTTERCA;
DELTA;SEG_EMPRESATRANSITO;IDTTERCA;
DELTA;SEG_EMPRESATRANSITO;IDTQUARTA;
DELTA;SEG_EMPRESATRANSITO;IDTQUARTA;
DELTA;SEG_EMPRESATRANSITO;IDTQUINTA;
DELTA;SEG_EMPRESATRANSITO;IDTQUINTA;
DELTA;SEG_EMPRESATRANSITO;IDTSEXTA;
DELTA;SEG_EMPRESATRANSITO;IDTSEXTA;
DELTA;SEG_EMPRESATRANSITO;IDTSABADO;
DELTA;SEG_EMPRESATRANSITO;IDTSABADO;
DELTA;SEG_NPSTERCEIROS;CODNPSTERCEIROS;PK
DELTA;SEG_NPSTERCEIROS;CODNPSTERCEIROS;
DELTA;SEG_NPSTERCEIROS;CODSEGURADORA;FK
DELTA;SEG_NPSTERCEIROS;CODSEGURADORA;
DELTA;SEG_LOGNPSTERCEIROS;CODLOGNPSTERC;PK
DELTA;SEG_LOGNPSTERCEIROS;CODLOGNPSTERC;
DELTA;SEG_LOGNPSTERCEIROS;DATCRIACAO;
DELTA;SEG_LOGNPSTERCEIROS;DSCJSON;
DELTA;SEG_LOGNPSTERCEIROS;DSCERRO;
DELTA;SEG_LOGNPSTERCEIROS;CODSEGURADORA;
DELTA;GEN_MAQUINA;CODEMPRESA;FK
DELTA;GEN_MAQUINA;CODEMPRESA;
DELTA;GEN_MAQUINA;CODMARCA;FK
DELTA;GEN_MAQUINA;CODMONITOR;FK
DELTA;GEN_MAQUINA;CODGARANTIA;FK
DELTA;GEN_MAQUINA;CODMODELO;FK
DELTA;GEN_MAQUINA;CODDEPARTAMENTO;FK
DELTA;GEN_MAQUINA;CODFORNECEDORCPD;FK
DELTA;GEN_MAQUINA;CODCPU;FK
DELTA;GEN_MAQUINA;CODSISTEMAOPERACIONAL;FK
DELTA;SEG_RESTRICAOMARCACIA;CODRESTRICAOMARCACIA;
DELTA;SEG_RESTRICAOMARCACIA;CODRESTRICAOMARCACIA;PK
DELTA;SEG_RESTRICAOMARCACIA;CODSEGURADORA;
DELTA;SEG_RESTRICAOMARCACIA;CODSEGURADORA;FK
DELTA;GEN_PRODUTOTIPOOPCIONAL;CODTIPOOPCIONAL;PK
DELTA;GEN_PRODUTOTIPOOPCIONAL;CODTIPOOPCIONAL;
DELTA;GEN_PRODUTOTIPOOPCIONAL;DSCTIPOOPCIONAL;
DELTA;GEN_PRODUTOTIPOOPCIONAL;IDTSITUACAO;
DELTA;GEN_PRODUTOTIPOOPCIONAL;IDTEXIBENADESCRICAOPRODUTO;
DELTA;GEN_PRODUTOTIPOOPCIONAL;CODSEGMENTOPRODUTO;FK
DELTA;GEN_RAMAL;CODEMPRESA;
DELTA;GEN_RAMAL;CODEMPRESA;FK
DELTA;GEN_RAMAL;DSCRAMAL;
DELTA;GEN_RAMAL;IDTSITUACAO;
DELTA;GEN_RAMAL;CODTIPORAMAL;FK
DELTA;GEN_CLIENTEFATURAMENTO;DATCONTATO;PK
DELTA;GEN_CLIENTEFATURAMENTO;DATCONTATO;
DELTA;GEN_CLIENTEFATURAMENTO;NUMCONTATO;PK
DELTA;GEN_CLIENTEFATURAMENTO;NUMCONTATO;
DELTA;GEN_CLIENTEFATURAMENTO;CODUSUARIO;FK
DELTA;GEN_CLIENTEFATURAMENTO;CODUSUARIO;
DELTA;GEN_CLIENTEFATURAMENTO;IDTTIPOOBSERVACAO;
DELTA;GEN_CLIENTEFATURAMENTO;IDTTIPOOBSERVACAO;
DELTA;SEG_PREROTEIROSERVICOMOVEL;CODPREROTEIRO;
DELTA;SEG_PREROTEIROSERVICOMOVEL;CODPREROTEIRO;PK
DELTA;SEG_PREROTEIROSERVICOMOVEL;CODREGIAOSERVICOMOVEL;
DELTA;SEG_PREROTEIROSERVICOMOVEL;CODREGIAOSERVICOMOVEL;
DELTA;SEG_PREROTEIROSERVICOMOVEL;CODREGIAOSERVICOMOVEL;FK
DELTA;SEG_PREROTEIROSERVICOMOVEL;CODCLIENTE;
DELTA;SEG_PREROTEIROSERVICOMOVEL;CODCLIENTE;FK
DELTA;SEG_PREROTEIROSERVICOMOVEL;DATPREROTEIRO;
DELTA;SEG_HISTORDEMSERVICONFERMOTREC;CODHISTORDEMSERVICONFERMOTREC;PK
DELTA;SEG_HISTORDEMSERVICONFERMOTREC;CODHISTORDEMSERVICONFERMOTREC;
DELTA;SEG_HISTORDEMSERVICONFERMOTREC;CODHISTORDEMSERVCONFERENCIA;FK
DELTA;SEG_HISTORDEMSERVICONFERMOTREC;CODHISTORDEMSERVCONFERENCIA;
DELTA;SEG_HISTORDEMSERVICONFERMOTREC;CODMOTIVORECUSADOCUMENTACAOOS;FK
DELTA;SEG_HISTORDEMSERVICONFERMOTREC;CODMOTIVORECUSADOCUMENTACAOOS;
DELTA;SEG_ATENDIMENTOSERVICO;CODATENDIMENTOSERVICO;PK
DELTA;SEG_ATENDIMENTOSERVICO;CODATENDIMENTOSERVICO;
DELTA;SEG_ATENDIMENTOSERVICO;CODATENDIMENTO;FK
DELTA;SEG_ATENDIMENTOSERVICO;CODATENDIMENTO;
DELTA;SEG_ATENDIMENTOSERVICO;CODSERVICOITEMPRODUTO;FK
DELTA;SEG_ATENDIMENTOSERVICO;CODSERVICOITEMPRODUTO;
DELTA;SEG_ATENDIMENTOSERVICO;DATCADASTRO;
DELTA;SEG_ATENDIMENTOSERVICO;CODOBJETOCAUSA;FK
DELTA;SEG_ATENDIMENTOSERVICO;CODMOTIVOEXCLUSAO;FK
DELTA;GEN_CAIXAWEBDELETE_TEMP;ID;PK
DELTA;GEN_CAIXAWEBDELETE_TEMP;ID;
DELTA;GEN_CAIXAWEBDELETE_TEMP;TABELA;
DELTA;GEN_CAIXAWEBDELETE_TEMP;CAMPOS;
DELTA;GEN_CAIXAWEBDELETE_TEMP;REGISTROS;
DELTA;SEG_AUDITORIACAPACAGENDSCRIPT;CODREGISTRO;PK
DELTA;SEG_AUDITORIACAPACAGENDSCRIPT;CODREGISTRO;
DELTA;SEG_AUDITORIACAPACAGENDSCRIPT;CODCLIENTE;FK
DELTA;SEG_AUDITORIACAPACAGENDSCRIPT;CODCLIENTE;
DELTA;SEG_AUDITORIACAPACAGENDSCRIPT;CODTIPOSERVICOLOJA;FK
DELTA;SEG_AUDITORIACAPACAGENDSCRIPT;CODTIPOSERVICOLOJA;
DELTA;SEG_AUDITORIACAPACAGENDSCRIPT;CODSEGMENTACAOHORASAGENDA;FK
DELTA;SEG_AUDITORIACAPACAGENDSCRIPT;CODSEGMENTACAOHORASAGENDA;
DELTA;SEG_AUDITORIACAPACAGENDSCRIPT;DIASEMANA;
DELTA;SEG_AUDITORIACAPACAGENDSCRIPT;CODCLASSIFICASCRIPT;FK
DELTA;SEG_AUDITORIACAPACAGENDSCRIPT;CODCLASSIFICASCRIPT;
DELTA;GEN_TAREFATELA;CODTAREFATELA;PK
DELTA;GEN_TAREFATELA;CODTAREFATELA;
DELTA;GEN_TAREFATELA;DSCTAREFATELA;
DELTA;GEN_TAREFATELA;IDTTIPODOCUMENTO;
DELTA;SEG_ATENDIMENTONEGADO;CODUSUARIO;FK
DELTA;SEG_ATENDIMENTONEGADO;CODMOTIVONEGADO;FK
DELTA;SEG_ATENDIMENTONEGADO;CODSCRIPTCOMERCIAL;FK
DELTA;GEN_TAREFADEPENDENCIA;CODTPTAREFAORIGEM;
DELTA;GEN_TAREFADEPENDENCIA;CODTPTAREFAORIGEM;PK
DELTA;GEN_TAREFADEPENDENCIA;CODTPTAREFADESTINO;
DELTA;GEN_TAREFADEPENDENCIA;CODTPTAREFADESTINO;PK
DELTA;GEN_PRODUTODIVERGENCIAIMG;CODIMAGEM;PK
DELTA;GEN_PRODUTODIVERGENCIAIMG;CODDIVERGENCIA;FK
DELTA;GEN_PRODUTODIVERGENCIAIMG;CODDIVERGENCIA;
DELTA;GEN_PRODUTODIVERGENCIAIMG;DATREGISTRO;
DELTA;SEG_AUDITORIATIPOSCRIPT;CODAUDITORIATIPOSCRIPT;
DELTA;SEG_AUDITORIATIPOSCRIPT;DATAUDITORIA;
DELTA;SEG_AUDITORIATIPOSCRIPT;CODTIPOSCRIPT;
DELTA;SEG_AUDITORIATIPOSCRIPT;CODUSUARIO;
DELTA;SEG_AUDITORIATIPOSCRIPT;DSCCAMPO;
DELTA;SEG_AUDITORIATIPOSCRIPT;IDTTIPOALTERACAO;
DELTA;SEG_FATCONFIANCA_20100531;CODSEGURADORA;
DELTA;GEN_EMPRESARELACAOSEGURO;CODEMPRESAORIGEM;PK
DELTA;GEN_EMPRESARELACAOSEGURO;CODEMPRESAORIGEM;FK
DELTA;GEN_EMPRESARELACAOSEGURO;CODEMPRESAORIGEM;
DELTA;GEN_EMPRESARELACAOSEGURO;CODEMPRESADESTINO;PK
DELTA;GEN_EMPRESARELACAOSEGURO;CODEMPRESADESTINO;FK
DELTA;GEN_EMPRESARELACAOSEGURO;CODEMPRESADESTINO;
DELTA;GEN_EMPRESARELACAOSEGURO;VALINDICE;
DELTA;GEN_EMPRESARELACAOSEGURO;IDTSRA;
DELTA;SEG_CAMPOSHISTFATURAMENTO;CODCAMPO;PK
DELTA;SEG_CAMPOSHISTFATURAMENTO;CODCAMPO;
DELTA;GEN_CARACTERISTICAPRODUTOTIPO;CODTIPOCARACTERISTICA;PK
DELTA;GEN_CARACTERISTICAPRODUTOTIPO;CODTIPOCARACTERISTICA;
DELTA;SEG_MOTIVODIRECIONAMENTO;CODMOTIVO;PK
DELTA;SEG_MOTIVODIRECIONAMENTO;CODMOTIVO;
DELTA;SEG_MOTIVODIRECIONAMENTO;DATINCLUSAO;
DELTA;SEG_MOTIVODIRECIONAMENTO;DSCMOTIVO;
DELTA;SEG_MOTIVODIRECIONAMENTO;CODUSUARIO;FK
DELTA;SEG_MOTIVODIRECIONAMENTO;CODUSUARIO;
DELTA;SEG_MOTIVODIRECIONAMENTO;IDTSTATUS;
DELTA;SEG_MOTIVODIRECIONAMENTO;IDTSTATUS;
DELTA;SEG_MOTIVODIRECIONAMENTO;IDTTIPO;
DELTA;SEG_MOTIVODIRECIONAMENTO;IDTTIPO;
DELTA;SEG_SCRIPTMAPEAMENTO;CODSCRIPTMAPEAMENTO;PK
DELTA;SEG_SCRIPTMAPEAMENTO;CODSCRIPTMAPEAMENTO;
DELTA;SEG_SCRIPTMAPEAMENTO;CODCLASSIFICASCRIPTMAPEAMENTO;
DELTA;SEG_SCRIPTMAPEAMENTO;CODCLASSIFICASCRIPTMAPEAMENTO;FK
DELTA;SEG_SCRIPTMAPEAMENTO;CODCLASSIFICASCRIPTMAPEAMENTO;
DELTA;SEG_SCRIPTMAPEAMENTO;CODSCRIPT;
DELTA;SEG_SCRIPTMAPEAMENTO;CODSCRIPT;FK
DELTA;SEG_SCRIPTMAPEAMENTO;CODSCRIPT;
DELTA;SEG_SCRIPTMAPEAMENTO;CODTIPOSCRIPT;
DELTA;SEG_SCRIPTMAPEAMENTO;CODTIPOSCRIPT;FK
DELTA;SEG_SCRIPTMAPEAMENTO;CODTIPOSCRIPT;
DELTA;SEG_VISTORIAPREVIA;CODATENDIMENTO;PK
DELTA;SEG_VISTORIAPREVIA;CODATENDIMENTO;FK
DELTA;SEG_VISTORIAPREVIA;CODATENDIMENTO;
DELTA;SEG_VISTORIAPREVIA;DATPREVISAOVISTORIA;
DELTA;SEG_VISTORIAPREVIA;CODUSUARIOCONTATO;FK
DELTA;SEG_VISTORIAPREVIA;CODUSUARIOCONTATO;
DELTA;SEG_VISTORIAPREVIA;CODUSUARIOFINALIZACAO;FK
DELTA;SEG_VISTORIAPREVIA;CODCREDENCIADOINDICADO;FK
DELTA;SEG_VISTORIAPREVIA;CODCREDENCIADOINDICADO;
DELTA;SEG_VISTORIAPREVIA;NOMCONTATO;
DELTA;SEG_VISTORIAPREVIA;IDTTIPORELACAO;
DELTA;SEG_VISTORIAPREVIA;IDTSITUACAOVISTORIA;
DELTA;SEG_VISTORIAPREVIA;IDTSITUACAOVISTORIA;
DELTA;SEG_APOLICEREFERENCIACOBRANCA;CODREGISTRO;
DELTA;SEG_APOLICEREFERENCIACOBRANCA;CODREGISTRO;PK
DELTA;SEG_APOLICEREFERENCIACOBRANCA;CODSEGURADORA;
DELTA;SEG_APOLICEREFERENCIACOBRANCA;NUMAPOLICE;
DELTA;SEG_APOLICEREFERENCIACOBRANCA;CODITEM;
DELTA;SEG_APOLICEREFERENCIACOBRANCA;CODCONTRATO;
DELTA;SEG_APOLICEREFERENCIACOBRANCA;DATFECHAMENTO;
DELTA;SEG_APOLICEREFERENCIACOBRANCA;DATREFERENCIA;
DELTA;SEG_MAPEAMENTOFIPESCRIPT;CODMAPEAMENTOFIPE;PK
DELTA;SEG_MAPEAMENTOFIPESCRIPT;CODMAPEAMENTOFIPE;FK
DELTA;SEG_MAPEAMENTOFIPESCRIPT;CODMAPEAMENTOFIPE;
DELTA;SEG_MAPEAMENTOFIPESCRIPT;CODSCRIPT;PK
DELTA;SEG_MAPEAMENTOFIPESCRIPT;CODSCRIPT;FK
DELTA;SEG_MAPEAMENTOFIPESCRIPT;CODSCRIPT;
DELTA;SEG_MAPEAMENTOFIPESCRIPT;CODTIPOSCRIPT;PK
DELTA;SEG_MAPEAMENTOFIPESCRIPT;CODTIPOSCRIPT;FK
DELTA;SEG_MAPEAMENTOFIPESCRIPT;CODTIPOSCRIPT;
DELTA;SEG_SCRIPTSOFERTAADAS;CODSCRIPTSOFERTAADAS;
DELTA;SEG_SCRIPTSOFERTAADAS;CODSCRIPTSOFERTAADAS;PK
DELTA;SEG_SCRIPTSOFERTAADAS;CODTIPOCALIBRAGEM;FK
DELTA;SEG_SCRIPTSOFERTAADAS;IDTTIPORESPOSTA;
DELTA;SEG_MOTIVONOTIFICACAOAUDITORIA;CODMOTIVONOTAUDITORIA;PK
DELTA;SEG_MOTIVONOTIFICACAOAUDITORIA;CODMOTIVONOTAUDITORIA;
DELTA;SEG_MOTIVONOTIFICACAOAUDITORIA;CODMOTIVO;
DELTA;SEG_MOTIVONOTIFICACAOAUDITORIA;CODUSUARIO;
DELTA;SEG_MOTIVONOTIFICACAOAUDITORIA;DATOCORRENCIA;
DELTA;SEG_MOTIVONOTIFICACAOAUDITORIA;IDTOPERACAO;
DELTA;SEG_MOTIVONOTIFICACAOAUDITORIA;IDTOPERACAO;
DELTA;SEG_VEICULOSDESCONSIDERADOS;CODSEGURADORA;PK
DELTA;SEG_VEICULOSDESCONSIDERADOS;CODSEGURADORA;
DELTA;SEG_VEICULOSDESCONSIDERADOS;CODEXTERNO;PK
DELTA;SEG_VEICULOSDESCONSIDERADOS;CODEXTERNO;
DELTA;SEG_VEICULOSDESCONSIDERADOS;DSCVEICULO;
DELTA;SEG_STATUSATENDMENSAGEMAUDIT;CODSTATUSATENDMENSAGEMAUDIT;PK
DELTA;SEG_STATUSATENDMENSAGEMAUDIT;CODSTATUSATENDMENSAGEMAUDIT;
DELTA;SEG_STATUSATENDMENSAGEMAUDIT;CODSTATUSATENDIMENTOMENSAGEM;
DELTA;SEG_STATUSATENDMENSAGEMAUDIT;CODUSUARIO;
DELTA;SEG_STATUSATENDMENSAGEMAUDIT;DATOCORRENCIA;
DELTA;SEG_STATUSATENDMENSAGEMAUDIT;DSCOCORRENCIA;
DELTA;SEG_STATUSATENDMENSAGEMAUDIT;DSCAUXILIAR;
DELTA;GEN_CUPOMFISCALREGISTRO60;CODEMPRESA;
DELTA;GEN_CUPOMFISCALREGISTRO60;CODEMPRESA;PK
DELTA;GEN_CUPOMFISCALREGISTRO60;CODEMPRESA;FK
DELTA;GEN_CUPOMFISCALREGISTRO60;DATMOVIMENTO;
DELTA;GEN_CUPOMFISCALREGISTRO60;DATMOVIMENTO;PK
DELTA;GEN_CUPOMFISCALREGISTRO60;NUMSEQUENCIAL;
DELTA;GEN_CUPOMFISCALREGISTRO60;NUMSEQUENCIAL;PK
DELTA;GEN_A3AREASETOR;CODA3AREASETOR;PK
DELTA;GEN_A3AREASETOR;CODA3AREASETOR;
DELTA;GEN_A3AREASETOR;CODA3SETOR;FK
DELTA;GEN_A3AREASETOR;CODA3SETOR;
DELTA;GEN_A3AREASETOR;DSCNOME;
DELTA;GEN_A3AREASETOR;IDTPODEANEXARARQUIVOS;
DELTA;GEN_A3AREASETOR;IDTPODEANEXARARQUIVOS;
DELTA;GEN_A3AREASETOR;CODSTATUS;FK
DELTA;GEN_A3AREASETOR;CODSTATUS;
DELTA;SEG_AUDITORIAAGENDSERVICO;CODAGENDA;
DELTA;SEG_AUDITORIAAGENDSERVICO;CODATENDIMENTO;
DELTA;SEG_AUDITORIAAGENDSERVICO;CODUSUARIO;
DELTA;SEG_AUDITORIAAGENDSERVICO;DATOCORRENCIA;
DELTA;SEG_AUDITORIAAGENDSERVICO;CODREPARO;FK
DELTA;GEN_LIVROESTOQUE;CODREGISTRO;PK
DELTA;GEN_LIVROESTOQUE;CODREGISTRO;
DELTA;GEN_LIVROESTOQUE;CODPRODUTO;FK
DELTA;GEN_LIVROESTOQUE;CODCFOP;FK
DELTA;SEG_CONTATOSCRIPT;CODCONTATO;PK
DELTA;SEG_CONTATOSCRIPT;CODCONTATO;FK
DELTA;SEG_CONTATOSCRIPT;CODCONTATO;
DELTA;SEG_CONTATOSCRIPT;CODSCRIPT;PK
DELTA;SEG_CONTATOSCRIPT;CODSCRIPT;FK
DELTA;SEG_CONTATOSCRIPT;CODSCRIPT;
DELTA;SEG_CONTATOSCRIPT;CODTIPOSCRIPT;PK
DELTA;SEG_CONTATOSCRIPT;CODTIPOSCRIPT;FK
DELTA;SEG_CONTATOSCRIPT;CODTIPOSCRIPT;
DELTA;SEG_CONTATOSCRIPT;CODTIPOREPARO;PK
DELTA;SEG_CONTATOSCRIPT;CODTIPOREPARO;FK
DELTA;SEG_CONTATOSCRIPT;CODTIPOREPARO;
DELTA;SEG_RETORNOARQPROVISAO;CODREGISTRO;PK
DELTA;SEG_RETORNOARQPROVISAO;CODREGISTRO;
DELTA;SEG_REGIAOPRIORIDADEPONTO;CODREGIAOPRIORIDADEPONTO;PK
DELTA;SEG_REGIAOPRIORIDADEPONTO;CODREGIAOPRIORIDADEPONTO;
DELTA;SEG_REGIAOPRIORIDADEPONTO;CODREGIAOPRIORIDADE;FK
DELTA;SEG_REGIAOPRIORIDADEPONTO;CODREGIAOPRIORIDADE;
DELTA;SEG_REGIAOPRIORIDADEPONTO;CODCLIENTE;FK
DELTA;SEG_REGIAOPRIORIDADEPONTO;CODCLIENTE;
DELTA;SEG_REGIAOPRIORIDADEPONTO;IDTSERVICOMOVEL;
